Rank,Player,Age,Tm,First,Pts Won,Pts Max,Share,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,AWARD_TYPE,SEASON,DWS,DBPM,DRtg,VOTE_POINTS
27T,Brook Lopez,24,BRK,0,1,600,0.002,74,30.4,19.4,6.9,0.9,0.4,2.1,0.521,0.0,0.758,9.0,0.191,MIP,2012-13,,,,1
27T,Jarrett Jack,29,GSW,0,1,600,0.002,79,29.7,12.9,3.1,5.6,0.8,0.1,0.452,0.404,0.843,5.6,0.115,MIP,2012-13,,,,1
27T,Jeff Teague,24,ATL,0,1,600,0.002,80,32.9,14.6,2.3,7.2,1.5,0.4,0.451,0.359,0.881,6.1,0.111,MIP,2012-13,,,,1
27T,Lance Stephenson,22,IND,0,1,600,0.002,78,29.2,8.8,3.9,2.9,1.0,0.2,0.46,0.33,0.652,5.5,0.115,MIP,2012-13,,,,1
27T,Robin Lopez,24,NOH,0,1,600,0.002,82,26.0,11.3,5.6,0.8,0.4,1.6,0.534,,0.778,5.6,0.126,MIP,2012-13,,,,1
27T,Tobias Harris,20,TOT,0,1,600,0.002,55,23.6,11.0,5.2,1.3,0.6,0.8,0.455,0.315,0.752,2.4,0.089,MIP,2012-13,,,,1
27T,Ty Lawson,25,DEN,0,1,600,0.002,73,34.4,16.7,2.7,6.9,1.5,0.1,0.461,0.366,0.756,7.4,0.141,MIP,2012-13,,,,1
3,Larry Sanders,24,MIL,10,141,600,0.235,71,27.3,9.8,9.5,1.2,0.7,2.8,0.506,0.0,0.618,6.0,0.149,MIP,2012-13,,,,141
4,Nikola Vučević,22,ORL,10,109,600,0.182,77,33.2,13.1,11.9,1.9,0.8,1.0,0.519,0.0,0.683,5.7,0.106,MIP,2012-13,,,,109
5,Jrue Holiday,22,PHI,10,102,600,0.17,78,37.5,17.7,4.2,8.0,1.6,0.4,0.431,0.368,0.752,3.3,0.055,MIP,2012-13,,,,102
6,Ömer Aşık,26,HOU,9,86,600,0.143,82,30.0,10.1,11.7,0.9,0.6,1.1,0.541,0.0,0.562,5.5,0.108,MIP,2012-13,,,,86
7,James Harden,23,HOU,8,53,600,0.088,78,38.3,25.9,4.9,5.8,1.8,0.5,0.438,0.368,0.851,12.8,0.206,MIP,2012-13,,,,53
8,Stephen Curry,24,GSW,1,18,600,0.03,78,38.2,22.9,4.0,6.9,1.6,0.2,0.451,0.453,0.9,11.2,0.18,MIP,2012-13,,,,18
9,Serge Ibaka,23,OKC,1,15,600,0.025,80,31.1,13.2,7.7,0.5,0.4,3.0,0.573,0.351,0.749,9.4,0.181,MIP,2012-13,,,,15
1,LeBron James,28,MIA,120,1207,1210,0.998,76,37.9,26.8,8.0,7.3,1.7,0.9,0.565,0.406,0.753,19.3,0.322,MVP,2012-13,,,,1207
10,Dwyane Wade,31,MIA,0,5,1210,0.004,69,34.7,21.2,5.0,5.1,1.9,0.8,0.521,0.258,0.725,9.6,0.192,MVP,2012-13,,,,5
11,Stephen Curry,24,GSW,0,3,1210,0.002,78,38.2,22.9,4.0,6.9,1.6,0.2,0.451,0.453,0.9,11.2,0.18,MVP,2012-13,,,,3
12T,David Lee,29,GSW,0,1,1210,0.001,79,36.8,18.5,11.2,3.5,0.8,0.3,0.519,0.0,0.797,9.1,0.15,MVP,2012-13,,,,1
12T,Joakim Noah,27,CHI,0,1,1210,0.001,66,36.8,11.9,11.1,4.0,1.2,2.1,0.481,0.0,0.751,7.3,0.145,MVP,2012-13,,,,1
12T,Kevin Garnett,36,BOS,0,1,1210,0.001,68,29.7,14.8,7.8,2.3,1.1,0.9,0.496,0.125,0.786,5.6,0.133,MVP,2012-13,,,,1
12T,Marc Gasol,28,MEM,0,1,1210,0.001,80,35.0,14.1,7.8,4.0,1.0,1.7,0.494,0.071,0.848,11.5,0.197,MVP,2012-13,,,,1
12T,Ty Lawson,25,DEN,0,1,1210,0.001,73,34.4,16.7,2.7,6.9,1.5,0.1,0.461,0.366,0.756,7.4,0.141,MVP,2012-13,,,,1
2,Kevin Durant,24,OKC,0,765,1210,0.632,81,38.5,28.1,7.9,4.6,1.4,1.3,0.51,0.416,0.905,18.9,0.291,MVP,2012-13,,,,765
3,Carmelo Anthony,28,NYK,1,475,1210,0.393,67,37.0,28.7,6.9,2.6,0.8,0.5,0.449,0.379,0.83,9.5,0.184,MVP,2012-13,,,,475
4,Chris Paul,27,LAC,0,289,1210,0.239,70,33.4,16.9,3.7,9.7,2.4,0.1,0.481,0.328,0.885,13.9,0.287,MVP,2012-13,,,,289
5,Kobe Bryant,34,LAL,0,184,1210,0.152,78,38.6,27.3,5.6,6.0,1.4,0.3,0.463,0.324,0.839,10.9,0.174,MVP,2012-13,,,,184
6,Tony Parker,30,SAS,0,86,1210,0.071,66,32.9,20.3,3.0,7.6,0.8,0.1,0.522,0.353,0.845,9.3,0.206,MVP,2012-13,,,,86
7,Tim Duncan,36,SAS,0,65,1210,0.054,69,30.1,17.8,9.9,2.7,0.7,2.7,0.502,0.286,0.817,8.3,0.191,MVP,2012-13,,,,65
8,James Harden,23,HOU,0,33,1210,0.027,78,38.3,25.9,4.9,5.8,1.8,0.5,0.438,0.368,0.851,12.8,0.206,MVP,2012-13,,,,33
9,Russell Westbrook,24,OKC,0,9,1210,0.007,82,34.9,23.2,5.2,7.4,1.8,0.3,0.438,0.323,0.8,11.6,0.195,MVP,2012-13,,,,9
1,Damian Lillard,22,POR,121,605,605,1.0,82,38.6,19.0,3.1,6.5,0.9,0.2,0.429,0.368,0.844,5.8,0.088,ROTY,2012-13,,,,605
10,John Jenkins,21,ATL,0,1,605,0.002,61,14.8,6.1,1.5,0.9,0.2,0.2,0.446,0.384,0.843,1.7,0.091,ROTY,2012-13,,,,1
2,Anthony Davis,19,NOH,0,306,605,0.506,64,28.8,13.5,8.2,1.0,1.2,1.8,0.516,0.0,0.751,6.1,0.159,ROTY,2012-13,,,,306
3,Bradley Beal,19,WAS,0,94,605,0.155,56,31.2,13.9,3.8,2.4,0.9,0.5,0.41,0.386,0.786,3.0,0.082,ROTY,2012-13,,,,94
4,Andre Drummond,19,DET,0,36,605,0.06,60,20.7,7.9,7.6,0.5,1.0,1.6,0.608,0.5,0.371,4.5,0.172,ROTY,2012-13,,,,36
5,Dion Waiters,21,CLE,0,21,605,0.035,61,28.8,14.7,2.4,3.0,1.0,0.3,0.412,0.31,0.746,0.9,0.026,ROTY,2012-13,,,,21
6T,Chris Copeland,28,NYK,0,8,605,0.013,56,15.4,8.7,2.1,0.5,0.3,0.2,0.479,0.421,0.759,2.1,0.117,ROTY,2012-13,,,,8
6T,Harrison Barnes,20,GSW,0,8,605,0.013,81,25.4,9.2,4.1,1.2,0.6,0.2,0.439,0.359,0.758,2.8,0.065,ROTY,2012-13,,,,8
8,Michael Kidd-Gilchrist,19,CHA,0,3,605,0.005,78,26.0,9.0,5.8,1.5,0.7,0.9,0.458,0.222,0.749,2.1,0.051,ROTY,2012-13,,,,3
9,Jonas Valančiūnas,20,TOR,0,2,605,0.003,62,23.9,8.9,6.0,0.7,0.3,1.3,0.557,,0.789,3.9,0.127,ROTY,2012-13,,,,2
1,Jamal Crawford,33,LAC,57,421,625,0.674,69,30.3,18.6,2.3,3.2,0.9,0.2,0.416,0.361,0.866,5.3,0.122,6MOY,2013-14,,,,421
11T,Chris Andersen,35,MIA,0,2,625,0.003,72,19.4,6.6,5.3,0.3,0.4,1.3,0.644,0.25,0.71,6.0,0.205,6MOY,2013-14,,,,2
11T,Marco Belinelli,27,SAS,0,2,625,0.003,80,25.2,11.4,2.8,2.2,0.6,0.1,0.485,0.43,0.847,5.9,0.14,6MOY,2013-14,,,,2
13T,Andray Blatche,27,BRK,0,1,625,0.002,73,22.2,11.2,5.3,1.5,1.0,0.5,0.476,0.278,0.742,3.7,0.109,6MOY,2013-14,,,,1
13T,Greivis Vásquez,27,TOT,0,1,625,0.002,79,22.5,9.6,2.2,4.1,0.4,0.1,0.421,0.377,0.88,3.6,0.097,6MOY,2013-14,,,,1
13T,Mo Williams,31,POR,0,1,625,0.002,74,24.8,9.7,2.1,4.3,0.7,0.1,0.417,0.369,0.876,2.2,0.056,6MOY,2013-14,,,,1
13T,Patty Mills,25,SAS,0,1,625,0.002,81,18.9,10.2,2.1,1.8,0.8,0.1,0.464,0.425,0.89,5.6,0.175,6MOY,2013-14,,,,1
13T,Tim Hardaway Jr.,21,NYK,0,1,625,0.002,81,23.1,10.2,1.5,0.8,0.5,0.1,0.428,0.363,0.828,3.1,0.08,6MOY,2013-14,,,,1
13T,Timofey Mozgov,27,DEN,0,1,625,0.002,82,21.6,9.4,6.4,0.8,0.3,1.2,0.523,0.167,0.754,4.5,0.123,6MOY,2013-14,,,,1
2,Taj Gibson,28,CHI,49,395,625,0.632,82,28.7,13.0,6.8,1.1,0.5,1.4,0.479,0.0,0.751,5.7,0.117,6MOY,2013-14,,,,395
3,Manu Ginóbili,36,SAS,9,138,625,0.221,68,22.8,12.3,3.0,4.3,1.0,0.3,0.469,0.349,0.851,5.7,0.176,6MOY,2013-14,,,,138
4,Markieff Morris,24,PHO,5,85,625,0.136,81,26.6,13.8,6.0,1.8,0.8,0.6,0.486,0.315,0.792,6.4,0.143,6MOY,2013-14,,,,85
5,Reggie Jackson,23,OKC,4,49,625,0.078,80,28.5,13.1,3.9,4.1,1.1,0.1,0.44,0.339,0.893,4.9,0.104,6MOY,2013-14,,,,49
6,Vince Carter,37,DAL,1,12,625,0.019,81,24.4,11.9,3.5,2.6,0.8,0.4,0.407,0.394,0.821,4.3,0.105,6MOY,2013-14,,,,12
7,D.J. Augustin,26,TOT,0,6,625,0.01,71,27.3,13.1,1.8,4.4,0.7,0.0,0.415,0.401,0.885,6.2,0.154,6MOY,2013-14,,,,6
8T,Dion Waiters,22,CLE,0,3,625,0.005,70,29.6,15.9,2.8,3.0,0.9,0.2,0.433,0.368,0.685,1.6,0.037,6MOY,2013-14,,,,3
8T,Enes Freedom,21,UTA,0,3,625,0.005,80,26.7,12.3,7.5,0.9,0.4,0.5,0.491,0.0,0.73,2.2,0.05,6MOY,2013-14,,,,3
8T,Nick Young,28,LAL,0,3,625,0.005,64,28.3,17.9,2.6,1.5,0.7,0.2,0.435,0.386,0.825,2.5,0.067,6MOY,2013-14,,,,3
1,Joakim Noah,28,CHI,100,555,625,0.888,80,35.3,12.6,11.3,5.4,1.2,1.5,0.475,0.0,0.737,11.2,0.19,DPOY,2013-14,6.6,3.6,96.0,555
10,Andrew Bogut,29,GSW,1,11,625,0.018,67,26.4,7.3,10.0,1.7,0.7,1.8,0.627,,0.344,6.5,0.176,DPOY,2013-14,4.0,3.2,96.0,11
11,Kawhi Leonard,22,SAS,0,9,625,0.014,66,29.1,12.8,6.2,2.0,1.7,0.8,0.522,0.379,0.802,7.7,0.193,DPOY,2013-14,3.9,3.0,98.0,9
12,P.J. Tucker,28,PHO,1,6,625,0.01,81,30.7,9.4,6.5,1.7,1.4,0.3,0.431,0.387,0.776,6.1,0.117,DPOY,2013-14,2.8,0.9,106.0,6
13T,Chris Paul,28,LAC,0,5,625,0.008,62,35.0,19.1,4.3,10.7,2.5,0.1,0.467,0.368,0.855,12.2,0.27,DPOY,2013-14,3.2,2.6,103.0,5
13T,Tim Duncan,37,SAS,0,5,625,0.008,74,29.2,15.1,9.7,3.0,0.6,1.9,0.49,0.0,0.731,7.4,0.164,DPOY,2013-14,4.6,2.1,98.0,5
15T,Marc Gasol,29,MEM,0,4,625,0.006,59,33.4,14.6,7.2,3.6,1.0,1.3,0.473,0.182,0.768,5.6,0.137,DPOY,2013-14,3.1,2.0,102.0,4
15T,Trevor Ariza,28,WAS,0,4,625,0.006,77,35.4,14.4,6.2,2.5,1.6,0.3,0.456,0.407,0.772,8.0,0.141,DPOY,2013-14,3.7,1.0,104.0,4
17,Patrick Beverley,25,HOU,0,2,625,0.003,56,31.3,10.2,3.5,2.7,1.4,0.4,0.414,0.361,0.814,4.2,0.116,DPOY,2013-14,1.6,0.9,108.0,2
2,Roy Hibbert,27,IND,8,166,625,0.266,81,29.7,10.8,6.6,1.1,0.4,2.2,0.439,0.4,0.77,5.4,0.108,DPOY,2013-14,5.0,1.5,98.0,166
3,DeAndre Jordan,25,LAC,8,121,625,0.194,82,35.0,10.4,13.6,0.9,1.0,2.5,0.676,,0.428,11.1,0.186,DPOY,2013-14,5.8,1.6,98.0,121
4,Serge Ibaka,24,OKC,2,79,625,0.126,81,32.9,15.1,8.8,1.0,0.5,2.7,0.536,0.383,0.784,9.6,0.173,DPOY,2013-14,4.4,0.6,102.0,79
5,Andre Iguodala,30,GSW,1,47,625,0.075,63,32.4,9.3,4.7,4.2,1.5,0.3,0.48,0.354,0.652,5.8,0.135,DPOY,2013-14,3.1,2.4,103.0,47
6,LeBron James,29,MIA,2,31,625,0.05,77,37.7,27.1,6.9,6.3,1.6,0.3,0.567,0.379,0.75,15.9,0.264,DPOY,2013-14,3.7,1.1,105.0,31
7,Paul George,23,IND,0,30,625,0.048,80,36.2,21.7,6.8,3.5,1.9,0.3,0.424,0.364,0.864,10.8,0.178,DPOY,2013-14,6.4,2.1,97.0,30
8T,Anthony Davis,20,NOP,1,25,625,0.04,67,35.2,20.8,10.0,1.6,1.3,2.8,0.519,0.222,0.791,10.4,0.212,DPOY,2013-14,3.2,0.8,104.0,25
8T,Dwight Howard,28,HOU,1,25,625,0.04,71,33.7,18.3,12.2,1.8,0.8,1.8,0.591,0.286,0.547,8.0,0.161,DPOY,2013-14,4.1,0.8,101.0,25
1,Goran Dragić,27,PHO,65,408,630,0.648,76,35.1,20.3,3.2,5.9,1.4,0.3,0.505,0.408,0.76,10.3,0.186,MIP,2013-14,,,,408
10T,Isaiah Thomas,24,SAC,0,13,630,0.021,72,34.7,20.3,2.9,6.3,1.3,0.1,0.453,0.349,0.85,7.7,0.149,MIP,2013-14,,,,13
10T,Markieff Morris,24,PHO,1,13,630,0.021,81,26.6,13.8,6.0,1.8,0.8,0.6,0.486,0.315,0.792,6.4,0.143,MIP,2013-14,,,,13
12,Shaun Livingston,28,BRK,0,11,630,0.017,76,26.0,8.3,3.2,3.2,1.2,0.4,0.483,0.167,0.827,4.4,0.108,MIP,2013-14,,,,11
13,D.J. Augustin,26,TOT,1,9,630,0.014,71,27.3,13.1,1.8,4.4,0.7,0.0,0.415,0.401,0.885,6.2,0.154,MIP,2013-14,,,,9
14,Reggie Jackson,23,OKC,0,8,630,0.013,80,28.5,13.1,3.9,4.1,1.1,0.1,0.44,0.339,0.893,4.9,0.104,MIP,2013-14,,,,8
15T,Klay Thompson,23,GSW,0,6,630,0.01,81,35.4,18.4,3.1,2.2,0.9,0.5,0.444,0.417,0.795,6.7,0.112,MIP,2013-14,,,,6
15T,Robin Lopez,25,POR,0,6,630,0.01,82,31.7,11.1,8.5,0.9,0.3,1.7,0.551,0.0,0.818,9.5,0.176,MIP,2013-14,,,,6
17T,DeMarcus Cousins,23,SAC,0,5,630,0.008,71,32.4,22.7,11.7,2.9,1.5,1.3,0.496,0.0,0.726,7.9,0.166,MIP,2013-14,,,,5
17T,Kevin Durant,25,OKC,1,5,630,0.008,81,38.5,32.0,7.4,5.5,1.3,0.7,0.503,0.391,0.873,19.2,0.295,MIP,2013-14,,,,5
19,Al Jefferson,29,CHA,0,4,630,0.006,73,35.0,21.8,10.8,2.1,0.9,1.1,0.509,0.2,0.69,7.8,0.146,MIP,2013-14,,,,4
2,Lance Stephenson,23,IND,13,158,630,0.251,78,35.3,13.8,7.2,4.6,0.7,0.1,0.491,0.352,0.711,7.4,0.13,MIP,2013-14,,,,158
20T,Andre Drummond,20,DET,0,3,630,0.005,81,32.3,13.5,13.2,0.4,1.2,1.6,0.623,0.0,0.418,9.9,0.182,MIP,2013-14,,,,3
20T,Bradley Beal,20,WAS,0,3,630,0.005,73,34.7,17.1,3.7,3.3,1.0,0.2,0.419,0.402,0.788,4.0,0.076,MIP,2013-14,,,,3
20T,Jodie Meeks,26,LAL,0,3,630,0.005,77,33.2,15.7,2.5,1.8,1.4,0.1,0.463,0.401,0.857,4.5,0.084,MIP,2013-14,,,,3
20T,LeBron James,29,MIA,0,3,630,0.005,77,37.7,27.1,6.9,6.3,1.6,0.3,0.567,0.379,0.75,15.9,0.264,MIP,2013-14,,,,3
20T,Mike Conley,26,MEM,0,3,630,0.005,73,33.5,17.2,2.9,6.0,1.5,0.2,0.45,0.361,0.815,8.2,0.161,MIP,2013-14,,,,3
20T,Taj Gibson,28,CHI,0,3,630,0.005,82,28.7,13.0,6.8,1.1,0.5,1.4,0.479,0.0,0.751,5.7,0.117,MIP,2013-14,,,,3
20T,Terrence Jones,22,HOU,0,3,630,0.005,76,27.3,12.1,6.9,1.1,0.7,1.3,0.542,0.307,0.605,7.3,0.169,MIP,2013-14,,,,3
27T,Alec Burks,22,UTA,0,1,630,0.002,78,28.1,14.0,3.3,2.7,0.9,0.2,0.457,0.35,0.748,3.2,0.07,MIP,2013-14,,,,1
27T,Chandler Parsons,25,HOU,0,1,630,0.002,74,37.6,16.6,5.5,4.0,1.2,0.4,0.472,0.37,0.742,7.6,0.131,MIP,2013-14,,,,1
27T,John Wall,23,WAS,0,1,630,0.002,82,36.3,19.3,4.1,8.8,1.8,0.5,0.433,0.351,0.805,7.9,0.128,MIP,2013-14,,,,1
27T,LaMarcus Aldridge,28,POR,0,1,630,0.002,69,36.2,23.2,11.1,2.6,0.9,1.0,0.458,0.2,0.822,7.5,0.144,MIP,2013-14,,,,1
27T,Paul Millsap,28,ATL,0,1,630,0.002,74,33.5,17.9,8.5,3.1,1.7,1.1,0.461,0.358,0.731,6.7,0.129,MIP,2013-14,,,,1
3,Anthony Davis,20,NOP,16,155,630,0.246,67,35.2,20.8,10.0,1.6,1.3,2.8,0.519,0.222,0.791,10.4,0.212,MIP,2013-14,,,,155
4,Gerald Green,28,PHO,16,117,630,0.186,82,28.4,15.8,3.4,1.5,0.9,0.5,0.445,0.4,0.848,6.1,0.126,MIP,2013-14,,,,117
5,DeAndre Jordan,25,LAC,4,66,630,0.105,82,35.0,10.4,13.6,0.9,1.0,2.5,0.676,,0.428,11.1,0.186,MIP,2013-14,,,,66
6,Kyle Lowry,27,TOR,2,43,630,0.068,79,36.2,17.9,4.7,7.4,1.5,0.2,0.423,0.38,0.813,11.7,0.197,MIP,2013-14,,,,43
7,Blake Griffin,24,LAC,6,39,630,0.062,80,35.8,24.1,9.5,3.9,1.2,0.6,0.528,0.273,0.715,12.2,0.205,MIP,2013-14,,,,39
8,DeMar DeRozan,24,TOR,1,28,630,0.044,79,38.2,22.7,4.3,4.0,1.1,0.4,0.429,0.305,0.824,8.8,0.141,MIP,2013-14,,,,28
9,Patty Mills,25,SAS,0,14,630,0.022,81,18.9,10.2,2.1,1.8,0.8,0.1,0.464,0.425,0.89,5.6,0.175,MIP,2013-14,,,,14
1,Kevin Durant,25,OKC,119,1232,1250,0.986,81,38.5,32.0,7.4,5.5,1.3,0.7,0.503,0.391,0.873,19.2,0.295,MVP,2013-14,,,,1232
10,LaMarcus Aldridge,28,POR,0,26,1250,0.021,69,36.2,23.2,11.1,2.6,0.9,1.0,0.458,0.2,0.822,7.5,0.144,MVP,2013-14,,,,26
11,Kevin Love,25,MIN,0,25,1250,0.02,77,36.3,26.1,12.5,4.4,0.8,0.5,0.457,0.376,0.821,14.3,0.245,MVP,2013-14,,,,25
12T,Tim Duncan,37,SAS,0,21,1250,0.017,74,29.2,15.1,9.7,3.0,0.6,1.9,0.49,0.0,0.731,7.4,0.164,MVP,2013-14,,,,21
12T,Tony Parker,31,SAS,0,21,1250,0.017,68,29.4,16.7,2.3,5.7,0.5,0.1,0.499,0.373,0.811,5.9,0.141,MVP,2013-14,,,,21
14,Dirk Nowitzki,35,DAL,0,7,1250,0.006,80,32.9,21.7,6.2,2.7,0.9,0.6,0.497,0.398,0.899,10.9,0.199,MVP,2013-14,,,,7
15,Carmelo Anthony,29,NYK,0,4,1250,0.003,77,38.7,27.4,8.1,3.1,1.2,0.7,0.452,0.402,0.848,10.7,0.172,MVP,2013-14,,,,4
16,Goran Dragić,27,PHO,0,3,1250,0.002,76,35.1,20.3,3.2,5.9,1.4,0.3,0.505,0.408,0.76,10.3,0.186,MVP,2013-14,,,,3
17,Mike Conley,26,MEM,0,1,1250,0.001,73,33.5,17.2,2.9,6.0,1.5,0.2,0.45,0.361,0.815,8.2,0.161,MVP,2013-14,,,,1
2,LeBron James,29,MIA,6,891,1250,0.713,77,37.7,27.1,6.9,6.3,1.6,0.3,0.567,0.379,0.75,15.9,0.264,MVP,2013-14,,,,891
3,Blake Griffin,24,LAC,0,434,1250,0.347,80,35.8,24.1,9.5,3.9,1.2,0.6,0.528,0.273,0.715,12.2,0.205,MVP,2013-14,,,,434
4,Joakim Noah,28,CHI,0,322,1250,0.258,80,35.3,12.6,11.3,5.4,1.2,1.5,0.475,0.0,0.737,11.2,0.19,MVP,2013-14,,,,322
5,James Harden,24,HOU,0,85,1250,0.068,73,38.0,25.4,4.7,6.1,1.6,0.4,0.456,0.366,0.866,12.8,0.221,MVP,2013-14,,,,85
6,Stephen Curry,25,GSW,0,66,1250,0.053,78,36.5,24.0,4.3,8.5,1.6,0.2,0.471,0.424,0.885,13.4,0.225,MVP,2013-14,,,,66
7,Chris Paul,28,LAC,0,45,1250,0.036,62,35.0,19.1,4.3,10.7,2.5,0.1,0.467,0.368,0.855,12.2,0.27,MVP,2013-14,,,,45
8,Al Jefferson,29,CHA,0,34,1250,0.027,73,35.0,21.8,10.8,2.1,0.9,1.1,0.509,0.2,0.69,7.8,0.146,MVP,2013-14,,,,34
9,Paul George,23,IND,0,33,1250,0.026,80,36.2,21.7,6.8,3.5,1.9,0.3,0.424,0.364,0.864,10.8,0.178,MVP,2013-14,,,,33
1,Michael Carter-Williams,22,PHI,104,569,620,0.918,70,34.5,16.7,6.2,6.3,1.9,0.6,0.405,0.264,0.703,1.3,0.026,ROTY,2013-14,,,,569
2,Victor Oladipo,21,ORL,16,364,620,0.587,80,31.1,13.8,4.1,4.1,1.6,0.5,0.419,0.327,0.78,1.3,0.026,ROTY,2013-14,,,,364
3,Trey Burke,21,UTA,1,96,620,0.155,70,32.3,12.8,3.0,5.7,0.6,0.1,0.38,0.33,0.903,0.9,0.02,ROTY,2013-14,,,,96
4,Mason Plumlee,23,BRK,2,58,620,0.094,70,18.2,7.4,4.4,0.9,0.7,0.8,0.659,0.0,0.626,4.7,0.176,ROTY,2013-14,,,,58
5,Tim Hardaway Jr.,21,NYK,1,23,620,0.037,81,23.1,10.2,1.5,0.8,0.5,0.1,0.428,0.363,0.828,3.1,0.08,ROTY,2013-14,,,,23
6,Gorgui Dieng,24,MIN,0,3,620,0.005,60,13.6,4.8,5.0,0.7,0.5,0.8,0.498,1.0,0.634,2.2,0.129,ROTY,2013-14,,,,3
7T,Giannis Antetokounmpo,19,MIL,0,1,620,0.002,77,24.6,6.8,4.4,1.9,0.8,0.8,0.414,0.347,0.683,1.2,0.031,ROTY,2013-14,,,,1
7T,Nick Calathes,24,MEM,0,1,620,0.002,71,16.5,4.9,1.9,2.9,0.9,0.1,0.457,0.311,0.611,1.5,0.062,ROTY,2013-14,,,,1
7T,Steven Adams,20,OKC,0,1,620,0.002,81,14.8,3.3,4.1,0.5,0.5,0.7,0.503,,0.581,2.9,0.114,ROTY,2013-14,,,,1
1,Lou Williams,28,TOR,78,502,650,0.772,80,25.2,15.5,1.9,2.1,1.1,0.1,0.404,0.34,0.861,6.6,0.157,6MOY,2014-15,,,,502
10,Taj Gibson,29,CHI,1,8,650,0.012,62,27.3,10.3,6.4,1.1,0.6,1.2,0.502,,0.717,4.8,0.137,6MOY,2014-15,,,,8
11T,Aaron Brooks,30,CHI,0,1,650,0.002,82,23.0,11.6,2.0,3.2,0.7,0.2,0.421,0.387,0.833,3.3,0.083,6MOY,2014-15,,,,1
11T,Anthony Morrow,29,OKC,0,1,650,0.002,74,24.4,10.7,2.6,0.8,0.7,0.1,0.463,0.434,0.888,5.7,0.151,6MOY,2014-15,,,,1
11T,Chris Kaman,32,POR,0,1,650,0.002,74,18.9,8.6,6.5,0.9,0.2,0.7,0.515,,0.706,3.3,0.112,6MOY,2014-15,,,,1
11T,Dennis Schröder,21,ATL,0,1,650,0.002,77,19.7,10.0,2.1,4.1,0.6,0.1,0.427,0.351,0.827,2.5,0.08,6MOY,2014-15,,,,1
2,Isaiah Thomas,25,TOT,33,324,650,0.498,67,25.8,16.4,2.3,4.2,0.9,0.1,0.42,0.373,0.868,6.1,0.169,6MOY,2014-15,,,,324
3,Jamal Crawford,34,LAC,8,131,650,0.202,64,26.6,15.8,1.9,2.5,0.9,0.2,0.396,0.327,0.901,3.6,0.102,6MOY,2014-15,,,,131
4,Andre Iguodala,31,GSW,7,100,650,0.154,77,26.9,7.8,3.3,3.0,1.2,0.3,0.466,0.349,0.596,5.1,0.117,6MOY,2014-15,,,,100
5,Tristan Thompson,23,CLE,0,33,650,0.051,82,26.8,8.5,8.0,0.5,0.4,0.7,0.547,,0.641,6.8,0.148,6MOY,2014-15,,,,33
6,Nikola Mirotić,23,CHI,1,24,650,0.037,82,20.2,10.2,4.9,1.2,0.7,0.7,0.405,0.316,0.803,5.7,0.165,6MOY,2014-15,,,,24
7,Marreese Speights,27,GSW,1,20,650,0.031,76,15.9,10.4,4.3,0.9,0.3,0.4,0.492,0.278,0.843,4.0,0.158,6MOY,2014-15,,,,20
8T,Corey Brewer,28,TOT,1,12,650,0.018,80,26.1,11.5,3.7,2.2,1.4,0.2,0.426,0.268,0.743,3.1,0.071,6MOY,2014-15,,,,12
8T,Manu Ginóbili,37,SAS,0,12,650,0.018,70,22.7,10.5,3.0,4.2,1.0,0.3,0.426,0.345,0.721,3.7,0.111,6MOY,2014-15,,,,12
1,Kawhi Leonard,23,SAS,37,333,645,0.516,64,31.8,16.5,7.2,2.5,2.3,0.8,0.479,0.349,0.802,8.6,0.204,DPOY,2014-15,4.4,3.1,96.0,333
10T,Jimmy Butler,25,CHI,0,7,645,0.011,65,38.7,20.0,5.8,3.3,1.8,0.6,0.462,0.378,0.834,11.2,0.214,DPOY,2014-15,3.0,1.2,104.0,7
10T,Marc Gasol,30,MEM,0,7,645,0.011,81,33.2,17.4,7.8,3.8,0.9,1.6,0.494,0.176,0.795,10.2,0.182,DPOY,2014-15,4.7,2.4,100.0,7
12,Joakim Noah,29,CHI,0,4,645,0.006,67,30.6,7.2,9.6,4.7,0.7,1.1,0.445,0.0,0.603,5.6,0.13,DPOY,2014-15,3.1,2.0,102.0,4
13T,LeBron James,30,CLE,0,3,645,0.005,69,36.1,25.3,6.0,7.4,1.6,0.7,0.488,0.354,0.71,10.4,0.199,DPOY,2014-15,2.9,1.0,105.0,3
13T,Trevor Ariza,29,HOU,0,3,645,0.005,82,35.7,12.8,5.6,2.5,1.9,0.2,0.402,0.35,0.853,6.6,0.108,DPOY,2014-15,3.9,1.1,103.0,3
15T,Chris Paul,29,LAC,0,1,645,0.002,82,34.8,19.1,4.6,10.2,1.9,0.2,0.485,0.398,0.9,16.1,0.27,DPOY,2014-15,3.2,1.6,105.0,1
15T,DeMarre Carroll,28,ATL,0,1,645,0.002,70,31.3,12.6,5.3,1.7,1.3,0.2,0.487,0.395,0.702,7.0,0.154,DPOY,2014-15,2.8,0.4,104.0,1
15T,Hassan Whiteside,25,MIA,0,1,645,0.002,48,23.8,11.8,10.0,0.1,0.6,2.6,0.628,,0.5,5.3,0.221,DPOY,2014-15,2.4,1.6,97.0,1
15T,Nerlens Noel,20,PHI,0,1,645,0.002,75,30.8,9.9,8.1,1.7,1.8,1.9,0.462,,0.609,4.0,0.083,DPOY,2014-15,4.2,2.3,99.0,1
